URI,28-Oct-2020,Sep 2020,4.33,5.4,1.07,24.7
APH,21-Oct-2020,Sep 2020,0.44,0.55,0.11,25
AZO,22-Sep-2020,Aug 2020,24.74,30.93,6.19,25
ENPH,27-Oct-2020,Sep 2020,0.24,0.3,0.06,25
PAYC,04-Nov-2020,Sep 2020,0.56,0.7,0.14,25
SWCH,05-Nov-2020,Sep 2020,0.04,0.05,0.01,25
ALXN,29-Oct-2020,Sep 2020,2.59,3.24,0.65,25.1
MLM,29-Oct-2020,Sep 2020,3.76,4.71,0.95,25.2
ADM,29-Oct-2020,Sep 2020,0.71,0.89,0.18,25.3
ARW,29-Oct-2020,Sep 2020,1.66,2.08,0.42,25.3
ASH,10-Nov-2020,Sep 2020,0.79,0.99,0.2,25.3
J,24-Nov-2020,Sep 2020,1.3,1.63,0.33,25.3
KNX,21-Oct-2020,Sep 2020,0.63,0.79,0.16,25.4
TECH,05-Nov-2020,Sep 2020,1.14,1.43,0.29,25.4
DHR,22-Oct-2020,Sep 2020,1.37,1.72,0.35,25.5
AZEK,03-Dec-2020,Sep 2020,0.23,0.29,0.06,26
CFR,29-Oct-2020,Sep 2020,1.19,1.5,0.31,26
TOL,07-Dec-2020,Oct 2020,1.23,1.55,0.32,26
MS,15-Oct-2020,Sep 2020,1.26,1.59,0.33,26.1
